feature,variant,amp_mode,loo_improvement_pct,loo_rmse_log,loo_pearson_C,loo_spearman_C,full_improvement_pct,full_pearson_C
rawL_zS_amp_Mstar_grad_rms,rawL_zS,amp_Mstar,-2.6908992099887517,0.5260602393718744,0.26938497821161284,0.35225264631265857,7.065468857821796,0.3690800411173933
rawL_zS_amp_Mstar_force_inner_minus_outer,rawL_zS,amp_Mstar,-2.708246860201196,0.5261491071205601,0.26929251433402124,0.35225264631265857,7.063986073980901,0.36904269815964125
rawL_zS_amp_Mstar_force_outer_mean,rawL_zS,amp_Mstar,-2.70873476895671,0.5261516065572063,0.2692899765272075,0.35225264631265857,7.063947888459242,0.36904173642404975
rawL_zS_amp_Mstar_force_mid_minus_outer,rawL_zS,amp_Mstar,-2.782491841362857,0.5265294459126296,0.2688983419647778,0.35225264631265857,7.057647136620752,0.3688830067515423
rawL_rawS_amp_logMstar_phi_inner_minus_outer,rawL_rawS,amp_logMstar,-2.8423756407050034,0.526836215899637,-0.5656569609421574,-0.5321494182486222,0.06563211303931496,0.03463813014287332
rawL_rawS_amp_logMstar_phi_mid_mean,rawL_rawS,amp_logMstar,-2.8452748773574665,0.5268510679764922,-0.5712243578494657,-0.5327442918379843,0.06359930767918613,0.03404652184239753
rawL_rawS_amp_Mstar_force_inner_mean,rawL_rawS,amp_Mstar,-2.923733997943807,0.5272529947691689,-0.5261508772732516,-0.5203919167176975,0.1172748324289244,0.047242205889061306
norm_rawS_amp_sqrtMstar_force_mid_minus_outer,norm_rawS,amp_sqrtMstar,-2.9279161024799474,0.5272744186629149,-0.5043105160284018,-0.4885836759688566,0.13216125921928976,0.05029131835748485
rawL_rawS_amp_Mstar_force_mid_minus_outer,rawL_rawS,amp_Mstar,-2.982815254448644,0.5275556535264534,-0.6146551411789164,-0.6212754789607209,0.07375313801536329,0.03690698624074731
rawL_rawS_amp_Mstar_force_outer_mean,rawL_rawS,amp_Mstar,-2.984528198966209,0.5275644285202442,-0.617573038226544,-0.6253696089580965,0.07252684791218693,0.03657341945863286
rawL_rawS_amp_Mstar_force_inner_minus_outer,rawL_rawS,amp_Mstar,-2.9845371202064084,0.5275644742215653,-0.6175890018321014,-0.6253696089580965,0.07252013887315044,0.03657158613372793
rawL_rawS_amp_Mstar_grad_rms,rawL_rawS,amp_Mstar,-2.9849454102218282,0.527566565790973,-0.6182902098825809,-0.6272242148543434,0.07222703018393965,0.03649140065623544
rawL_rawS_amp_Mstar_force_mid_mean,rawL_rawS,amp_Mstar,-2.9868117667069027,0.527576126676571,-0.6215079320223268,-0.6320881812614818,0.07089034394513606,0.0361234649557346
rawL_zS_amp_Mstar_force_inner_mean,rawL_zS,amp_Mstar,-5.379081948511095,0.5398311388944375,0.2569242520933164,0.33675094042515963,6.8665629708493885,0.3640311233191922
