model,galaxy,true_f_lambda_opt,pred_f_lambda,exact_factor_match,abs_factor_error,best_possible_error,best_possible_verdict,bridge_error_pred,bridge_verdict_pred,beta_grav_pred,beta_mod_bridge_pred,beta_mod_ML_pred
rf_regressor,UGC06628,0.5,0.5,True,0.0,0.0488340667834896,strong_bridge,0.0488340667834896,strong_bridge,0.5709781070379969,1.5165082127475826,1.5943676700229186
rf_regressor,UGC06667,2.0,1.5,False,0.5,0.2313851845421675,moderate_bridge,0.2539247998422692,moderate_bridge,0.8273571426335429,1.959018428185495,2.625765375623437
rf_regressor,UGC06786,0.5,3.0,False,2.5,0.1313932628418167,strong_bridge,0.2871750427198336,moderate_bridge,0.4036138307795718,1.227637471925541,1.7222144923343845
rf_regressor,UGC06787,0.5,1.0,False,0.5,0.0064034882080604,strong_bridge,0.2408145471426028,moderate_bridge,0.2970042138500568,1.0436292731051982,1.3746697452871637
rf_regressor,UGC06818,0.5,0.5,True,0.0,0.0509007600812331,strong_bridge,0.0509007600812331,strong_bridge,0.4832337832591284,1.3650615099052557,1.4382705753953515
rf_regressor,UGC06917,0.5,0.5,True,0.0,0.0014703484017694,strong_bridge,0.0014703484017694,strong_bridge,0.5478133625297383,1.4765258637263283,1.4787000680080202
rf_regressor,UGC06923,0.5,0.5,True,0.0,0.0626836310224968,strong_bridge,0.0626836310224968,strong_bridge,0.4773198420427971,1.3548540473658677,1.4454607773934929
rf_regressor,UGC06930,0.5,1.0,False,0.5,0.0345674133968302,strong_bridge,0.1680014558707414,strong_bridge,0.7398197756925411,1.8079289328453256,2.1729953082279043
rf_regressor,UGC06973,1.5,1.5,True,0.0,0.0266543180865003,strong_bridge,0.0266543180865003,strong_bridge,0.5397485352045539,1.4626059717630602,1.5026583041779402
rf_regressor,UGC06983,1.0,1.0,True,0.0,0.0323893912271661,strong_bridge,0.0323893912271661,strong_bridge,0.5809587689278954,1.5337348351695477,1.485616617337039
rf_regressor,UGC07089,0.5,0.5,True,0.0,0.2330150895688553,moderate_bridge,0.2330150895688553,moderate_bridge,0.6489677055606609,1.6511182597977003,2.152738909647595
rf_regressor,UGC07125,0.5,1.0,False,0.5,0.0988386897434697,strong_bridge,0.2543713115774776,moderate_bridge,0.6263637111677722,1.6121037654755748,2.162073147810604
rf_regressor,UGC07151,0.5,0.5,True,0.0,0.1090553215628541,strong_bridge,0.1090553215628541,strong_bridge,0.4324238203844301,1.2773635139835269,1.433718102704445
rf_regressor,UGC07232,0.5,0.5,True,0.0,0.0004148167261335,strong_bridge,0.0004148167261335,strong_bridge,0.6356653578143345,1.6281584075875415,1.6288340752060333
rf_regressor,UGC07261,0.5,0.5,True,0.0,0.048746291890746,strong_bridge,0.048746291890746,strong_bridge,0.5893964722702929,1.5482983111385256,1.4763325726255063
rf_regressor,UGC07323,2.0,1.5,False,0.5,0.2533041703214814,moderate_bridge,0.2563316561757899,moderate_bridge,0.7920003154792941,1.8979925445172607,2.552202954824057
rf_regressor,UGC07399,1.0,1.0,True,0.0,0.1078787269883864,strong_bridge,0.1078787269883864,strong_bridge,0.4392713157344916,1.2891822909577326,1.44507515957525
rf_regressor,UGC07524,0.5,0.5,True,0.0,0.061858148444756,strong_bridge,0.061858148444756,strong_bridge,0.4933037016888266,1.3824421891149148,1.473596116432833
rf_regressor,UGC07559,0.5,0.5,True,0.0,0.0390209116607027,strong_bridge,0.0390209116607027,strong_bridge,0.6142829405860972,1.591252355451604,1.531492136099793
rf_regressor,UGC07577,0.5,0.5,True,0.0,0.113336074004245,strong_bridge,0.113336074004245,strong_bridge,0.8086422660276416,1.9267165511637088,2.1729953082279043
rf_regressor,UGC07603,0.5,0.5,True,0.0,0.0606292531863391,strong_bridge,0.0606292531863391,strong_bridge,0.4734497001790574,1.348174182509053,1.435188595218715
rf_regressor,UGC07608,0.5,0.5,True,0.0,0.1206061979297792,strong_bridge,0.1206061979297792,strong_bridge,0.4288118474944615,1.2711292487754406,1.4454607773934929
rf_regressor,UGC07690,1.0,1.0,True,0.0,0.0555111203760661,strong_bridge,0.0555111203760661,strong_bridge,0.6008602898115409,1.5680848602147195,1.485616617337039
rf_regressor,UGC07866,0.5,0.5,True,0.0,0.0169288850935809,strong_bridge,0.0169288850935809,strong_bridge,0.5619624906228977,1.5009472588151214,1.4759608865638618
