name,theta_E_obs_arcsec,theta_E_BuP_arcsec,log_residual_BuP,Re_arcsec,sersic_n,logMs,Mstar_rel,J_spectral_over_h0,density_pearson,density_rmse,theta_E_baryon_arcsec,log_residual_baryon,name_key,sersic_n_measured,sersic_n_final,n_source,delta_kOR,C_obs,ds_mean,dw_mean,alpha_eff_mean,ds_fit_r2,dw_fit_r2,ds_n_fit,dw_n_fit,sersic_n_used_dim,sersic_n_source_dim,q_used_dim,xi_used_dim,amp_mode_dim,amp_used_dim
J0946+1006,17.706,11.829080313405298,-0.4033426321136346,8.406,4.0,11.59000015258789,3.890452816839944,1.7892131127149065,0.9999966581273918,0.001788220116933,11.823682944946782,-0.4037990158767699,J0946+1006,3.65,3.65,measured,0.0088811327771859,0.4037990158767699,1.6883456413316302,4.766411315200119,1.4748460388033822,0.8884565462257695,0.7471949376841236,39,25,3.65,sersic_n_final,1.0,2.9421,shape,1.0
J0955+0101,3.7,6.136895563285108,0.505986186060156,2.972,4.0,11.020000457763672,1.047129651766654,1.7892131127149071,0.9999966581273918,0.0017882201169327,6.141180765435188,0.5066842110942646,J0955+0101,3.95,3.95,measured,0.0090629906528052,-0.5066842110942646,1.6882347165751495,4.770571050416679,1.4783415452834072,0.8884671394158118,0.7471830492298372,39,25,3.95,sersic_n_final,1.0,1.0402,shape,1.0
J0956+5100,19.217,15.238727800587103,-0.231955234827994,8.334,4.0,11.8100004196167,6.456548528681109,1.7892131127149071,0.9999966581273918,0.0017882201169332,15.23341520531518,-0.2323039202043206,J0956+5100,4.666666666666667,4.666666666666667,measured,0.0091643463168532,0.2323039202043206,1.6880439392871525,4.77954479956828,1.4859066018217613,0.8884852678723076,0.7470791286081784,39,25,4.666666666666667,sersic_n_final,1.0,2.9168999999999996,shape,1.0
J0959+4416,13.567,13.738734193593542,0.0125787833989887,7.441,4.0,11.720000267028809,5.248077829311783,1.7892131127149071,0.9999966581273918,0.001788220116933,13.734021912067178,0.012235732155462,J0959+4416,3.45,3.45,measured,0.0087105748452182,-0.012235732155462,1.688434294957607,4.763514989210824,1.4724176792545602,0.8884480591497521,0.7471845221986042,39,25,3.45,sersic_n_final,1.0,2.6043499999999997,shape,1.0
J0959+0410,5.054,7.127653798835318,0.3438021108359625,2.91,4.0,11.149999618530272,1.412536303897626,1.7892131127149071,0.999996658127392,0.001788220116933,7.1327790263265305,0.3445209147845838,J0959+0410,2.75,2.75,measured,0.0074795686488241,-0.3445209147845838,1.6888886415274484,4.752889704212428,1.463568363568064,0.8884043685701151,0.7469307926859929,39,25,2.75,sersic_n_final,1.0,1.0185,shape,1.0
J1016+3859,8.984,10.421898259797375,0.1484639769419398,4.191,4.0,11.479999542236328,3.0199485372543653,1.7892131127149071,0.9999966581273916,0.0017882201169331,10.429375942377712,0.1491812168408923,J1016+3859,4.25,4.25,measured,0.0091283829740362,-0.1491812168408923,1.6881443128854567,4.774493478890972,1.4816446438675683,0.8884757465563843,0.7471488478737109,39,25,4.25,sersic_n_final,1.0,1.4668499999999998,shape,1.0
J1020+1122,21.84,15.06426378096754,-0.371417848989565,6.782,4.0,11.800000190734863,6.309576215861531,1.7892131127149065,0.9999966581273916,0.0017882201169333,15.074920558051543,-0.3707106780583116,J1020+1122,4.05,4.05,measured,0.0091004436738286,0.3707106780583116,1.6882025763851614,4.771905275460236,1.4794644070577672,0.8884702024188355,0.7471736531927982,39,25,4.05,sersic_n_final,1.0,2.3737,shape,1.0
J1023+4230,14.32,11.559690776324896,-0.2141330480988883,5.632,4.0,11.56999969482422,3.71534968021985,1.7892131127149071,0.9999966581273916,0.0017882201169333,11.567795508573568,-0.2134321736086297,J1023+4230,3.75,3.75,measured,0.0089574523705613,0.2134321736086297,1.688306011365568,4.7678235185698865,1.476031783741571,0.8884603344580723,0.7471941150378956,39,25,3.75,sersic_n_final,1.0,1.9711999999999998,shape,1.0
J1029+0420,3.666,8.374269081873141,0.8260626506786912,2.979,4.0,11.289999961853027,1.949844428490234,1.789213112714908,0.9999966581273918,0.0017882201169331,8.380405346163293,0.8267951345703795,J1029+0420,3.25,3.25,measured,0.0084633731612585,-0.8267951345703795,1.6885378536971818,4.760534103806938,1.4699241919262018,0.8884381261096016,0.7471534438184386,39,25,3.25,sersic_n_final,1.0,1.04265,shape,1.0
J1100+5329,32.473,15.774301113996067,-0.7220268707707262,10.177,4.0,11.84000015258789,6.918312139914402,1.789213112714907,0.9999966581273918,0.0017882201169328,15.767677719890935,-0.7224468440537826,J1100+5329,4.55,4.55,measured,0.0091634329840274,0.7224468440537826,1.6880695658659959,4.778176131541276,1.4847509916527981,0.8884828409748524,0.747100511798668,39,25,4.55,sersic_n_final,1.0,3.5619499999999995,shape,1.0
J1103+5322,7.588,11.167256205953082,0.3864178912594798,7.779,4.0,11.539999961853027,3.467368199963294,1.7892131127149071,0.9999966581273916,0.001788220116933,11.162251642000626,0.3859696445654346,J1103+5322,3.05,3.05,measured,0.0081444070217517,-0.3859696445654346,1.6886599299606315,4.757490420528214,1.4673856723080982,0.8884263952409189,0.7470944666878723,39,25,3.05,sersic_n_final,1.0,2.72265,shape,1.0
J1106+5228,3.824,9.182199347424593,0.8759697610777837,2.449,4.0,11.369999885559082,2.3442281975923813,1.7892131127149071,0.999996658127392,0.0017882201169326,9.189335520197131,0.8767466339066325,J1106+5228,4.15,4.15,measured,0.0091153906227672,-0.8767466339066325,1.688172500963182,4.773212771721787,1.4805654843284897,0.8884730657111634,0.747162153889044,39,25,4.15,sersic_n_final,1.0,0.8571499999999999,shape,1.0
J1112+0826,25.802,13.897829394679489,-0.6187193390164496,5.502,4.0,11.729999542236328,5.3703123031766005,1.7892131127149071,0.9999966581273916,0.0017882201169332,13.907813518439596,-0.6180012024698223,J1112+0826,3.65,3.65,measured,0.0088811327771837,0.6180012024698223,1.6883456413316305,4.766411315200119,1.4748460388033822,0.8884565462257694,0.7471949376841234,39,25,3.65,sersic_n_final,1.0,1.9256999999999997,shape,1.0
J1134+6027,7.788,10.788187223816744,0.325867672438624,5.369,4.0,11.510000228881836,3.2359382746997105,1.789213112714908,0.9999966581273916,0.0017882201169331,10.78491164165174,0.3255639995902677,J1134+6027,4.35,4.35,measured,0.0091467975678514,-0.3255639995902677,1.6881178534608838,4.775747471141617,1.4827018751010659,0.888478260391615,0.7471339934145236,39,25,4.35,sersic_n_final,1.0,1.8791499999999999,shape,1.0
J1142+1001,12.591,11.29660086551371,-0.1084804009147881,4.435,4.0,11.550000190734863,3.548135450617081,1.7892131127149071,0.9999966581273916,0.001788220116933,11.304747056987676,-0.1077595419771131,J1142+1001,3.1500000000000004,3.1500000000000004,measured,0.0083253380787379,0.1077595419771131,1.688596310598841,4.759018290356995,1.4686588958660654,0.8884325113667036,0.7471279902231238,39,25,3.1500000000000004,sersic_n_final,1.0,1.5522499999999997,shape,1.0
J1143-0144,6.349,11.965974046820085,0.6337698058668626,5.165,4.0,11.600000381469728,3.981075202376568,1.7892131127149071,0.9999966581273916,0.0017882201169332,11.974485195423206,0.6344808322407154,J1143-0144,5.0,5.0,measured,0.0091176481993885,-0.6344808322407154,1.6879794101657704,4.783266881357091,1.4890520495419208,0.8884913648411843,0.7470128493961654,39,25,5.0,sersic_n_final,1.0,1.80775,shape,1.0
J1153+4612,9.652,8.768947574729774,-0.0959483514610446,3.521,4.0,11.329999923706056,2.137961713919416,1.7892131127149065,0.9999966581273916,0.0017882201169331,8.77525772851837,-0.0952290080708335,J1153+4612,3.55,3.55,measured,0.0088128866711781,0.0952290080708335,1.6883882949627884,4.764974689794977,1.473640907300294,0.8884524649318266,0.7471919433222558,39,25,3.55,sersic_n_final,1.0,1.2323499999999998,shape,1.0
J1204+0358,10.357,10.068081927913177,-0.0282924049101658,3.068,4.0,11.449999809265137,2.818381693478142,1.7892131127149071,0.9999966581273918,0.0017882201169334,10.075694839400816,-0.0275365474621778,J1204+0358,2.95,2.95,measured,0.0079411447588113,0.0275365474621778,1.688729347385958,4.755955360859054,1.4661089343278038,0.8884197158213187,0.7470515327748373,39,25,2.95,sersic_n_final,1.0,1.0737999999999999,shape,1.0
J1205+4910,14.904,13.738786075654424,-0.0814067000693894,6.248,4.0,11.720000267028809,5.248077829311783,1.7892131127149071,0.9999966581273916,0.0017882201169331,13.748472142645085,-0.0807019322591804,J1205+4910,4.45,4.45,measured,0.0091575699982273,0.0807019322591804,1.6880929804089606,4.776974931664734,1.4837372674765632,0.8884806210539379,0.7471178157928291,39,25,4.45,sersic_n_final,1.0,2.1868,shape,1.0
J1213+6708,6.917,10.542582467578384,0.421440379382503,3.315,4.0,11.489999771118164,3.09029380386682,1.7892131127149071,0.9999966581273916,0.0017882201169332,10.55049378316763,0.4221905133000192,J1213+6708,3.75,3.75,measured,0.0089574523705583,-0.4221905133000192,1.688306011365568,4.767823518569889,1.4760317837415737,0.8884603344580723,0.7471941150378952,39,25,3.75,sersic_n_final,1.0,1.16025,shape,1.0
J1218+0830,8.303,11.828951699995631,0.3539331650895727,6.461,4.0,11.59000015258789,3.890452816839944,1.7892131127149071,0.9999966581273916,0.0017882201169331,11.824850494862288,0.353586395877532,J1218+0830,4.6,4.6,measured,0.0091646506801271,-0.353586395877532,1.6880583690924784,4.778766988100569,1.4852497997948202,0.8884839016994932,0.7470914920711108,39,25,4.6,sersic_n_final,1.0,2.2613499999999997,shape,1.0
J1250+0523,15.46,14.55282263159587,-0.06047107305774,4.882,4.0,11.770000457763672,5.888442760205689,1.789213112714907,0.9999966581273918,0.0017882201169334,14.563625387888994,-0.0597290349642487,J1250+0523,3.35,3.35,measured,0.0085885603812877,0.0597290349642487,1.6884840082946166,4.76203401104173,1.4711780467120041,0.8884432931372854,0.7471719649221217,39,25,3.35,sersic_n_final,1.0,1.7086999999999999,shape,1.0
J1251-0208,10.913,10.664635998279763,-0.0230215182842568,9.4,4.0,11.5,3.1622776601683795,1.7892131127149076,0.9999966581273918,0.0017882201169333,10.659084723830071,-0.0235421848834347,J1251-0208,3.1500000000000004,3.1500000000000004,measured,0.0083253380787355,0.0235421848834347,1.688596310598841,4.759018290356993,1.4686588958660645,0.8884325113667036,0.7471279902231245,39,25,3.1500000000000004,sersic_n_final,1.0,3.29,shape,1.0
J1330-0148,2.016,4.101537893997885,0.7102466492669784,1.466,4.0,10.670000076293944,0.4677352234557798,1.7892131127149071,0.9999966581273918,0.0017882201169332,4.104551610964752,0.7109811567569432,J1330-0148,2.85,2.85,measured,0.0077416824833212,-0.7109811567569432,1.6888052991008708,4.754419231568253,1.4648342020814091,0.8884124014000484,0.7469976027166565,39,25,2.85,sersic_n_final,1.0,0.5131,shape,1.0
J1402+6321,15.239,14.891793159318208,-0.0230476647760489,7.704,4.0,11.789999961853027,6.165949477018448,1.789213112714907,0.9999966581273916,0.0017882201169331,14.887005285501743,-0.0233692273714365,J1402+6321,3.95,3.95,measured,0.0090629906527992,0.0233692273714365,1.6882347165751495,4.770571050416682,1.478341545283409,0.8884671394158118,0.7471830492298366,39,25,3.95,sersic_n_final,1.0,2.6963999999999997,shape,1.0
J1403+0006,8.268,9.9528290133296,0.185464191886548,3.598,4.0,11.4399995803833,2.7542260421949853,1.7892131127149076,0.9999966581273918,0.0017882201169334,9.960127050236572,0.1861971857434552,J1403+0006,3.45,3.45,measured,0.0087105748452234,-0.1861971857434552,1.6884342949576072,4.763514989210823,1.4724176792545602,0.8884480591497522,0.7471845221986049,39,25,3.45,sersic_n_final,1.0,1.2592999999999999,shape,1.0
J1416+5136,27.02,12.529880184396902,-0.7684611259684826,4.355,4.0,11.640000343322754,4.365161773191001,1.7892131127149071,0.9999966581273916,0.0017882201169331,12.539130251952496,-0.7677231576311305,J1416+5136,4.25,4.25,measured,0.0091283829740272,0.7677231576311305,1.6881443128854567,4.774493478890968,1.4816446438675648,0.8884757465563843,0.7471488478737115,39,25,4.25,sersic_n_final,1.0,1.52425,shape,1.0
J1420+6019,1.528,7.293691701944933,1.563050133397781,2.729,4.0,11.170000076293944,1.4791086480080775,1.7892131127149071,0.9999966581273918,0.0017882201169334,7.299000302797708,1.5637777032094689,J1420+6019,3.1500000000000004,3.1500000000000004,measured,0.0083253380787309,-1.5637777032094689,1.688596310598841,4.759018290356991,1.4686588958660627,0.8884325113667036,0.7471279902231245,39,25,3.1500000000000004,sersic_n_final,1.0,0.9551499999999999,shape,1.0
J1430+4105,28.064,17.496440217354646,-0.4724901721033174,10.959,4.0,11.93000030517578,8.511386362914989,1.7892131127149076,0.999996658127392,0.0017882201169328,17.48928686873557,-0.4728991016477089,J1430+4105,5.2,5.2,measured,0.0090710645644678,0.4728991016477089,1.68794593209648,4.785371759530706,1.4908324914935722,0.888494519054797,0.7469706548665488,39,25,5.2,sersic_n_final,1.0,3.83565,shape,1.0
J1432+6317,6.143,13.58146401874111,0.7933927011144337,6.718,4.0,11.710000038146973,5.12861429039393,1.7892131127149071,0.9999966581273916,0.0017882201169327,13.577360541141855,0.7930905173714347,J1432+6317,3.65,3.65,measured,0.0088811327771843,-0.7930905173714347,1.6883456413316302,4.76641131520012,1.474846038803383,0.8884565462257694,0.7471949376841236,39,25,3.65,sersic_n_final,1.0,2.3512999999999997,shape,1.0
J1436-0000,20.629,13.272295175448455,-0.4410190597052441,7.005,4.0,11.6899995803833,4.897783461428336,1.7892131127149071,0.9999966581273916,0.0017882201169333,13.267883189828042,-0.4413515356668096,J1436-0000,2.95,2.95,measured,0.0079411447588098,0.4413515356668096,1.6887293473859577,4.7559553608590575,1.4661089343278064,0.8884197158213187,0.7470515327748367,39,25,2.95,sersic_n_final,1.0,2.4517499999999997,shape,1.0
J1443+0304,4.589,6.656,0.3718565681061432,1.664,4.0,11.119999885559082,1.3182563911826832,1.7892131127149076,0.9999966581273916,0.0017882201169332,6.656,0.3718565681061432,J1443+0304,4.15,4.15,measured,0.0091153906227638,-0.3718565681061432,1.688172500963182,4.773212771721784,1.480565484328487,0.8884730657111632,0.7471621538890438,39,25,4.15,sersic_n_final,1.0,0.5823999999999999,shape,1.0
J1451-0239,5.221,9.39609856836934,0.5876056027739056,3.451,4.0,11.390000343322754,2.454710856206481,1.7892131127149076,0.999996658127392,0.001788220116933,9.402939590355771,0.5883334083382803,J1451-0239,3.35,3.35,measured,0.0085885603812816,-0.5883334083382803,1.6884840082946173,4.762034011041728,1.4711780467120024,0.8884432931372853,0.7471719649221216,39,25,3.35,sersic_n_final,1.0,1.2078499999999999,shape,1.0
J1525+3327,32.832,19.406563791146137,-0.525792300953186,12.13,4.0,12.020000457763672,10.47129651766654,1.7892131127149071,0.9999966581273916,0.0017882201169331,19.39869556889201,-0.5261978244565313,J1525+3327,4.55,4.55,measured,0.0091634329840212,0.5261978244565313,1.6880695658659959,4.7781761315412705,1.4847509916527937,0.8884828409748524,0.7471005117986685,39,25,4.55,sersic_n_final,1.0,4.2455,shape,1.0
J1531-0105,12.99,13.120414364120492,0.0099895349658485,5.433,4.0,11.68000030517578,4.786304286528679,1.7892131127149071,0.999996658127392,0.0017882201169334,13.12976819927659,0.0107022031943002,J1531-0105,3.85,3.85,measured,0.0090100335817804,-0.0107022031943002,1.6882691204028875,4.769210322132235,1.4771971821657388,0.8884638573474815,0.7471900008853996,39,25,3.85,sersic_n_final,1.0,1.9015499999999999,shape,1.0
J1538+5817,6.28,8.278392513805192,0.2762788282244659,2.512,4.0,11.279999732971191,1.9054595463785964,1.7892131127149076,0.9999966581273918,0.0017882201169333,8.28466846407646,0.2770366531917232,J1538+5817,4.05,4.05,measured,0.0091004436738233,-0.2770366531917232,1.6882025763851611,4.7719052754602345,1.4794644070577654,0.8884702024188353,0.7471736531927982,39,25,4.05,sersic_n_final,1.0,0.8792,shape,1.0
J1621+3931,19.146,13.426026491269225,-0.3548987178776008,5.817,4.0,11.699999809265137,5.011870135142811,1.7892131127149071,0.999996658127392,0.001788220116933,13.435580218778714,-0.3541873882825062,J1621+3931,4.35,4.35,measured,0.0091467975678433,0.3541873882825062,1.6881178534608834,4.775747471141617,1.4827018751010659,0.888478260391615,0.7471339934145232,39,25,4.35,sersic_n_final,1.0,2.03595,shape,1.0
J1627-0053,14.221,13.4260513833606,-0.0575227927279895,6.736,4.0,11.699999809265137,5.011870135142811,1.7892131127149071,0.9999966581273916,0.0017882201169331,13.421917924817532,-0.0578307086473115,J1627-0053,3.65,3.65,measured,0.0088811327771943,0.0578307086473115,1.6883456413316305,4.766411315200115,1.4748460388033777,0.8884565462257694,0.7471949376841239,39,25,3.65,sersic_n_final,1.0,2.3575999999999997,shape,1.0
J1630+4520,26.86,16.141633907960248,-0.5092362999222382,6.414,4.0,11.859999656677246,7.244353873869618,1.789213112714908,0.999996658127392,0.0017882201169332,16.153235445836,-0.5085178242877517,J1630+4520,4.6,4.6,measured,0.0091646506801271,0.5085178242877517,1.6880583690924782,4.778766988100571,1.485249799794822,0.8884839016994932,0.7470914920711111,39,25,4.6,sersic_n_final,1.0,2.2449,shape,1.0
J1636+4707,14.455,12.386456200042662,-0.1544367417202705,6.132,4.0,11.630000114440918,4.265796312095559,1.789213112714907,0.999996658127392,0.0017882201169335,12.38274359768,-0.1547365174434096,J1636+4707,3.1500000000000004,3.1500000000000004,measured,0.0083253380787222,0.1547365174434096,1.688596310598841,4.759018290356994,1.4686588958660654,0.8884325113667036,0.7471279902231238,39,25,3.1500000000000004,sersic_n_final,1.0,2.1462,shape,1.0
J2238-0754,7.462,10.068080908748328,0.2995466386702574,4.41,4.0,11.449999809265137,2.818381693478142,1.7892131127149071,0.9999966581273918,0.0017882201169332,10.075245963448234,0.3002580459812298,J2238-0754,2.85,2.85,measured,0.0077416824833195,-0.3002580459812298,1.688805299100871,4.754419231568247,1.4648342020814038,0.8884124014000484,0.7469976027166567,39,25,2.85,sersic_n_final,1.0,1.5434999999999999,shape,1.0
J2300+0022,16.462,12.674988101556666,-0.2614240838068293,5.548,4.0,11.649999618530272,4.466831997992276,1.789213112714907,0.9999966581273916,0.0017882201169331,12.683990499772442,-0.2607140868676407,J2300+0022,4.05,4.05,measured,0.0091004436738294,0.2607140868676407,1.6882025763851614,4.77190527546024,1.4794644070577707,0.8884702024188355,0.7471736531927973,39,25,4.05,sersic_n_final,1.0,1.9418,shape,1.0
J2303+1422,11.687,13.581482000560516,0.1502301343415366,7.899,4.0,11.710000038146973,5.12861429039393,1.7892131127149071,0.9999966581273916,0.0017882201169332,13.576389459052969,0.1498551018891731,J2303+1422,3.55,3.55,measured,0.0088128866711814,-0.1498551018891731,1.6883882949627884,4.764974689794976,1.4736409073002932,0.8884524649318266,0.747191943322256,39,25,3.55,sersic_n_final,1.0,2.76465,shape,1.0
J2321-0939,3.814,11.96594941939619,1.1433865607536065,6.346,4.0,11.600000381469728,3.981075202376568,1.7892131127149076,0.999996658127392,0.0017882201169333,11.96196053716278,1.143053152421863,J2321-0939,4.25,4.25,measured,0.0091283829740377,-1.143053152421863,1.6881443128854567,4.774493478890969,1.4816446438675657,0.8884757465563842,0.7471488478737109,39,25,4.25,sersic_n_final,1.0,2.2211,shape,1.0
J2341+0000,14.021,13.897876068759452,-0.0088201780862533,7.353,4.0,11.729999542236328,5.3703123031766005,1.789213112714907,0.999996658127392,0.0017882201169334,13.893233739739696,-0.0091542654325249,J2341+0000,3.75,3.75,measured,0.008957452370558,0.0091542654325249,1.688306011365568,4.767823518569889,1.4760317837415737,0.8884603344580723,0.7471941150378951,39,25,3.75,sersic_n_final,1.0,2.5735499999999996,shape,1.0
J2347-0005,33.608,15.5936405349847,-0.7679009607404739,6.281,4.0,11.829999923706056,6.760828566222668,1.7892131127149071,0.9999966581273918,0.0017882201169327,15.604854654732623,-0.7671820722067362,J2347-0005,4.45,4.45,measured,0.0091575699982224,0.7671820722067362,1.68809298040896,4.776974931664736,1.483737267476564,0.8884806210539379,0.7471178157928291,39,25,4.45,sersic_n_final,1.0,2.1983499999999996,shape,1.0
